Date,Adj Close,Close,High,Low,Open,Volume
2020-01-02,296.1252746582031,324.8699951171875,324.8900146484375,322.5299987792969,323.5400085449219,59151200
2020-01-03,293.8829040527344,322.4100036621094,323.6400146484375,321.1000061035156,321.1600036621094,77709700
2020-01-06,295.0041809082031,323.6400146484375,323.7300109863281,320.3599853515625,320.489990234375,55653900
2020-01-07,294.1746826171875,322.7300109863281,323.5400085449219,322.239990234375,323.0199890136719,40496400
2020-01-08,295.7424621582031,324.45001220703125,325.7799987792969,322.6700134277344,322.94000244140625,68296000
2020-01-09,297.7477722167969,326.6499938964844,326.7300109863281,325.5199890136719,326.1600036621094,48473300
2020-01-10,296.8909912109375,325.7099914550781,327.4599914550781,325.20001220703125,327.2900085449219,53029300
2020-01-13,298.932861328125,327.95001220703125,327.9599914550781,325.9200134277344,326.3900146484375,47086800
2020-01-14,298.47705078125,327.45001220703125,328.6199951171875,326.8399963378906,327.4700012207031,62832800
2020-01-15,299.15155029296875,328.19000244140625,329.0199890136719,327.260009765625,327.3500061035156,72056600
2020-01-16,301.63995361328125,330.9200134277344,330.9200134277344,329.45001220703125,329.70001220703125,54050300
2020-01-17,302.57879638671875,331.95001220703125,332.17999267578125,330.8500061035156,331.70001220703125,95846000
2020-01-21,301.986328125,331.29998779296875,332.17999267578125,330.82000732421875,330.8999938964844,77742400
2020-01-22,302.0228271484375,331.3399963378906,332.95001220703125,331.1700134277344,332.239990234375,48914900
2020-01-23,302.3692321777344,331.7200012207031,332.1700134277344,329.4100036621094,330.6300048828125,51963000
2020-01-24,299.6802062988281,328.7699890136719,332.5299987792969,327.3599853515625,332.44000244140625,87578400
2020-01-27,294.8764953613281,323.5,325.1199951171875,322.6600036621094,323.0299987792969,84062500
2020-01-28,297.966552734375,326.8900146484375,327.8500061035156,323.6000061035156,325.05999755859375,63834000
2020-01-29,297.720458984375,326.6199951171875,328.6300048828125,326.3999938964844,328.3800048828125,53888900
2020-01-30,298.6866455078125,327.67999267578125,327.9100036621094,323.5400085449219,324.3599853515625,75491800
2020-01-31,293.2630920410156,321.7300109863281,327.1700134277344,320.7300109863281,327.0,113845600
2020-02-03,295.4417419433594,324.1199951171875,326.1600036621094,323.2200012207031,323.3500061035156,69083000
2020-02-04,299.944580078125,329.05999755859375,330.010009765625,327.7200012207031,328.07000732421875,62573200
2020-02-05,303.40826416015625,332.8599853515625,333.0899963378906,330.6700134277344,332.2699890136719,65951100
2020-02-06,304.4292297363281,333.9800109863281,334.19000244140625,332.79998779296875,333.9100036621094,50359700
2020-02-07,302.8067626953125,332.20001220703125,333.989990234375,331.6000061035156,332.82000732421875,64139400
2020-02-10,305.0672912597656,334.67999267578125,334.75,331.19000244140625,331.2300109863281,42070000
2020-02-11,305.5960388183594,335.260009765625,337.0199890136719,334.67999267578125,336.1600036621094,54864500
2020-02-12,307.5648193359375,337.4200134277344,337.6499938964844,336.42999267578125,336.8299865722656,43992700
2020-02-13,307.23675537109375,337.05999755859375,338.1199951171875,335.55999755859375,335.8599853515625,54501900
2020-02-14,307.72900390625,337.6000061035156,337.7300109863281,336.20001220703125,337.510009765625,64582200
2020-02-18,306.9359436035156,336.7300109863281,337.6700134277344,335.2099914550781,336.510009765625,57226200
2020-02-19,308.4034423828125,338.3399963378906,339.0799865722656,337.4800109863281,337.7900085449219,48814700
2020-02-20,307.1365051269531,336.95001220703125,338.6400146484375,333.67999267578125,337.739990234375,74163400
2020-02-21,303.97344970703125,333.4800109863281,335.80999755859375,332.5799865722656,335.4700012207031,113788200
2020-02-24,293.8920593261719,322.4200134277344,333.55999755859375,321.239990234375,323.1400146484375,161088400
2020-02-25,284.98651123046875,312.6499938964844,324.6099853515625,311.69000244140625,323.94000244140625,218913200
2020-02-26,283.93829345703125,311.5,318.1099853515625,310.70001220703125,314.17999267578125,194773800
2020-02-27,271.18609619140625,297.510009765625,311.55999755859375,297.510009765625,305.4599914550781,284353500
2020-02-28,270.04669189453125,296.260009765625,297.8900146484375,285.5400085449219,288.70001220703125,384975800
2020-03-02,281.74151611328125,309.0899963378906,309.1600036621094,294.4599914550781,298.2099914550781,238703600
2020-03-03,273.6745300292969,300.239990234375,313.8399963378906,297.57000732421875,309.5,300139100
2020-03-04,285.177978515625,312.8599853515625,313.1000061035156,303.3299865722656,306.1199951171875,176613400
2020-03-05,275.6981506347656,302.4599914550781,308.4700012207031,300.010009765625,304.9800109863281,186366800
2020-03-06,271.1405029296875,297.4599914550781,298.7799987792969,290.2300109863281,293.1499938964844,228667200
2020-03-09,249.9659423828125,274.2300109863281,284.19000244140625,273.45001220703125,275.29998779296875,309417300
2020-03-10,262.900390625,288.4200134277344,288.5199890136719,273.5,284.6400146484375,276444100
2020-03-11,250.08445739746094,274.3599853515625,281.94000244140625,270.8800048828125,280.70001220703125,255316300
2020-03-12,226.15707397460938,248.11000061035156,266.6600036621094,247.67999267578125,256.0,392220700
2020-03-13,245.4904022216797,269.32000732421875,271.4800109863281,248.52000427246094,263.0899963378906,329566100
2020-03-16,218.62791442871094,239.85000610351562,256.8999938964844,237.36000061035156,241.17999267578125,297240000
2020-03-17,230.43211364746094,252.8000030517578,256.1700134277344,237.07000732421875,245.0399932861328,262070500
2020-03-18,218.76466369628906,240.0,248.3699951171875,228.02000427246094,236.25,327597100
2020-03-19,219.22952270507812,240.50999450683594,247.3800048828125,232.22000122070312,239.25,289322000
2020-03-20,209.78199768066406,228.8000030517578,244.47000122070312,228.5,242.52999877929688,347158800
2020-03-23,204.41824340820312,222.9499969482422,229.67999267578125,218.25999450683594,228.19000244140625,326025200
2020-03-24,222.93919372558594,243.14999389648438,244.10000610351562,233.8000030517578,234.4199981689453,235494500
2020-03-25,226.2766571044922,246.7899932861328,256.3500061035156,239.75,244.8699951171875,299430300
2020-03-26,239.48886108398438,261.20001220703125,262.79998779296875,249.0500030517578,249.52000427246094,257632800
2020-03-27,232.35557556152344,253.4199981689453,260.80999755859375,251.0500030517578,253.27000427246094,224341200
2020-03-30,239.9014892578125,261.6499938964844,262.42999267578125,253.52999877929688,255.6999969482422,171369500
2020-03-31,236.32565307617188,257.75,263.3299865722656,256.2200012207031,260.55999755859375,194881100
2020-04-01,225.6898651123047,246.14999389648438,257.6600036621094,243.89999389648438,247.97999572753906,189554600
2020-04-02,230.8977508544922,251.8300018310547,252.67999267578125,244.58999633789062,245.19000244140625,177660400
2020-04-03,227.56027221679688,248.19000244140625,253.32000732421875,245.22000122070312,250.75999450683594,135561200
2020-04-06,242.8446502685547,264.8599853515625,267.0,248.1699981689453,257.8399963378906,188061200
2020-04-07,243.0922088623047,265.1300048828125,275.0299987792969,264.8900146484375,274.2099914550781,201427200
2020-04-08,251.25242614746094,274.0299987792969,276.0,265.25,267.9599914550781,153774500
2020-04-09,255.07582092285156,278.20001220703125,281.20001220703125,275.4700012207031,277.5799865722656,189999200
2020-04-13,252.7469482421875,275.6600036621094,277.510009765625,271.4100036621094,277.1400146484375,114839100
2020-04-14,260.20123291015625,283.7900085449219,284.8999938964844,275.510009765625,280.9800109863281,134143400
2020-04-15,254.6724395751953,277.760009765625,283.94000244140625,275.4599914550781,277.57000732421875,121775000
2020-04-16,255.90106201171875,279.1000061035156,280.0299987792969,275.760009765625,279.1499938964844,131798300
2020-04-17,262.81427001953125,286.6400146484375,287.29998779296875,282.3999938964844,285.3800048828125,146684800
2020-04-20,258.1840515136719,281.5899963378906,286.7900085449219,281.3500061035156,282.6099853515625,100109300
2020-04-21,250.34474182128906,273.0400085449219,278.0400085449219,272.0199890136719,276.7300109863281,126385700
2020-04-22,255.90106201171875,279.1000061035156,281.0,276.9100036621094,278.3500061035156,92951600
2020-04-23,255.88270568847656,279.0799865722656,283.94000244140625,278.75,280.489990234375,104709700
2020-04-24,259.44940185546875,282.9700012207031,283.70001220703125,278.5,280.7300109863281,85063200
2020-04-27,263.1901550292969,287.04998779296875,288.2699890136719,284.6199951171875,285.1199951171875,77896600
2020-04-28,261.9800109863281,285.7300109863281,291.3999938964844,285.3999938964844,291.0199890136719,105270000
2020-04-29,268.83819580078125,293.2099914550781,294.8800048828125,290.4100036621094,291.5299987792969,118745600
2020-04-30,266.3350524902344,290.4800109863281,293.32000732421875,288.5899963378906,291.7099914550781,122901700
2020-05-01,259.2843017578125,282.7900085449219,290.6600036621094,281.5199890136719,285.30999755859375,125180000
2020-05-04,259.9994812011719,283.57000732421875,283.8999938964844,279.1300048828125,280.739990234375,80873200
2020-05-05,262.4017333984375,286.19000244140625,289.25,283.7099914550781,286.6400146484375,79569900
2020-05-06,260.6229553222656,284.25,288.4599914550781,283.7799987792969,288.0400085449219,73632600
2020-05-07,263.76788330078125,287.67999267578125,289.7799987792969,287.1300048828125,287.75,75250400
2020-05-08,268.13226318359375,292.44000244140625,292.95001220703125,289.8599853515625,291.0899963378906,76452400
2020-05-11,268.18719482421875,292.5,294.0,289.8800048828125,290.3399963378906,79514200
2020-05-12,262.84185791015625,286.6700134277344,294.239990234375,286.5199890136719,293.7900085449219,95870800
2020-05-13,258.1932067871094,281.6000061035156,287.19000244140625,278.9599914550781,286.05999755859375,144721100
2020-05-14,261.2830810546875,284.9700012207031,285.1099853515625,272.989990234375,278.95001220703125,121977900
2020-05-15,262.4842529296875,286.2799987792969,286.3299865722656,281.3399963378906,282.3699951171875,111146300
2020-05-18,270.4793701171875,295.0,296.75,292.70001220703125,293.04998779296875,119703800
2020-05-19,267.7012023925781,291.9700012207031,296.2099914550781,291.95001220703125,294.3500061035156,95189300
